eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
4915.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,10,PAKISTAN.  A car bomb in Peshawar injured ten people.  Afghan agents are suspected.
4916.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,2,25,"PAKISTAN.  A bomb went off at a fruit stand in Peshawar, injuring 25 and killing two.  This was the second bombing on the same date.  Afghan agents are suspected."
4917.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,June 16 Organization,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TURKEY.  Bombs exploded outside of Citibank, the Sheraton Hotel and the Ramada Inn in Istanbul.  The June 16 Organization claimed the attack to protest alleged torture of Turkish prisoners."
4918.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,June 16 Organization,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TURKEY.  Bombs exploded outside of Citibank, the Sheraton Hotel and the Ramada Inn in Istanbul.  The June 16 Organization claimed the attack to protest alleged torture of Turkish prisoners."
4919.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,June 16 Organization,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TURKEY.  Bombs exploded outside of Citibank, the Sheraton Hotel and the Ramada Inn in Istanbul.  The June 16 Organization claimed the attack to protest alleged torture of Turkish prisoners."
4920.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PERU.  An explosion at the Lima branch of Citibank is being attributed to the Tupac Amaru group.
4921.0,,Iraq,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kurdistan National Union,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"IRAQ.  Pro-Iranian Kurds kidnapped Giacomo Cominetti, an Italian engineer, from his work base in northern Iraq. The Kurdistan National Union claimed that Cominetti is being held in exchange for an Italian naval withdrawal from the gulf. Cominetti was released February 27, 1988."
4922.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,7,38,PAKISTAN.  A bomb in Peshawar killed seven and injured 38.  Afghan agents are suspected.
4923.0,,Pakistan,Unknown,Rawalpindi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,5,16,PAKISTAN.  A bomb at a bus station in Rawalpendi killed five and injured 16.  This is another in a series of bombings in Pakistan which appear to have been carried out by Afghan agents.
4924.0,,Israel,Unknown,Tel Aviv,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Palestinian Revolution Forces General Command,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Knives & sharp objects,2,0,ISRAEL.  The Palestinian Revolutionary Forces General Command claimed responsibility for fatally stabbing two Israeli soldiers on patrol in the Ramat section of Tel Aviv.
4925.0,,Lebanon,Unknown,Sidon,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,LEBANON.  In Sidon a French Jesuit priest was murdered.  No group claimed responsibility.
4926.0,,Peru,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PERU.  A bomb went off at the Foreign Bank of the Andes and Spain.  Tupac Amaru is suspected.
4927.0,,Greece,Unknown,Athens,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Revolutionary People's Struggle (ELA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,GREECE.  A small bomb caused slight damage to a U.S. military commissary in Athens.  The Revolutionary People's Struggle (ELA) claimed responsibility.
4928.0,,Zambia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,7,"ZAMBIA.  A parcel bomb exploded as the package was being unloaded from a Zambian Posts and Telecommunications Services truck.  The parcel, which had been mailed from South Africa, killed a PTS employee and wounded seven others.  South African agents were blamed by the Zambian government."
4929.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"PERU.  A young Peruvian armed with a revolver was unsuccessful in his attempt to hijack a Soviet Aeroflot plane with 350 passengers at the Jorge Chavez International Airport.  The would-be-hijacker had evaded customs and security measures and entered the plane bearing a false police identification card.  The plane had been scheduled to fly to the USSR via Havana, Cuba."
4930.0,,Chile,Unknown,Santiago,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,CHILE.  Terrorists in Santiago bombed a Mercedes-Benz dealership.
4931.0,,United Kingdom,Unknown,London,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,2,0,UNITED KINGDOM.  Two Iranian opponents of the Ayatollah Khomeini were found dead in their apartment in London.  A group calling itself the Guardians of the Islamic Revolution and Soldiers of Khomeini claimed credit for the murders of Mohammed Ali Tavakoli-Nabavi and his son Noureddin.
4932.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,PERU.  Armed members of Tupac Amaru occupied the offices of the French news service in Lima.
4933.0,,Ethiopia,Unknown,Khartoum,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tigray Peoples Liberation Front (TPLF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  A French nurse, Sophie Bedon, was kidnapped by Tigrean rebels, possibly Tigray Peoples Liberation Front (TPLF). The woman was taken hostage after an attack on an Ethiopian garrison in Rama.In the Sudanese capital, Khartoum, she was handed over to the French embassy after being held for over three weeks."
4934.0,,Iraq,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kurdistan National Union,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"IRAQ.  Pro-Iranian Kurdish guerrillas kidnapped two Italian engineers. Giuseppe Carrara and Roberto Diotallevi were seized from their work camp at Baiji, sixty miles north of Baghdad.  The Kurdistan National Union claims the Italians are being held in exchange for an Italian naval withdrawal from the gulf. The hostages were released February 27, 1988."
4935.0,,Belgium,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Syrian Mujahideen,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,BELGIUM.  The First Secretary of the Syrian Embassy was assassinated by a group claiming to be the Syrian Mujahideen.  Another caller claimed the name of the group to be the People's Mujahideen.  Antanios Hanna was shot as he was leaving his home by a gunman who fled in a waiting car.
4936.0,,Venezuela,Unknown,Caracas,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,VENEZUELA.  A grenade was thrown from a passing car at the Italian Consulate in Caracas. Only minor damage resulted.
4937.0,,Colombia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Revolutionary Armed Forces of Colombia (FARC),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"COLOMBIA.  Two young Americans were kidnapped by members of the Revolutionary Armed Forces of Colombia (FARC).  They were released on August 14, 1988."
4938.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,PERU.  Members of the Tupac Amaru Revolutionary Movement tossed incendiary devices at the U.S. Consulate in Lima to mark the 20th anniversary of the death of Che Guevara.
4939.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PERU.  Members of the Tupac Amaru Revolutionary Movement bombed the Bolivian Embassy in Lima to mark the 20th anniversary of the death of Che Guevara.
4940.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PERU.  For the second time in twenty-four hours, the MRTA bombed the Bolivian Embassy.  The damage from the second attack was more serious."
4941.0,,Israel,Unknown,Jerusalem,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,al-Fatah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,ISRAEL.  Force-17 claimed responsibility for the murder of an Israeli civilian in Jerusalem.  The shooting occurred near the Damascus Gate.
4942.0,,Philippines,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New People's Army (NPA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,PHILIPPINES.  The NPA claimed responsibility for the assassination of a reporter for Japan's Kyodo News Service. The group claimed he had played a leadership role in an anti-NPA vigilante program.
4943.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,13,"PAKISTAN.  A bomb went off in the main bus terminal of Peshawar, wounding 13 people and causing extensive damage to the building.  The attack was blamed on Afghan's secret agents, and occurred at a time when security had been stepped up for the world cup cricket matches which were being held in Pakistan."
4944.0,,Pakistan,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PAKISTAN.  A bomb exploded at an Iranian cultural center, destroying a wall and the home of the center's chauffeur.  It also caused substantial damage to a nearby building.  Though the blast was the second to occur in Pakistan within 24 hours, it was the first attack aimed at an Iranian target since the wave of bombings hit Pakistan this year.  Afghan agents are being held responsible."
4945.0,,Zimbabwe,Unknown,Harare,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,18,"ZIMBABWE.  A car bomb went off in a shopping center in Harare, injuring 18 people.  Zimbabwe officials are blaming South Africa for the blast. The bomb reportedly was designed to cause as many casualties as possible by dispersing sharp metal fragments."
4946.0,,Colombia,Unknown,Medellin,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"COLOMBIA.  A powerful bomb exploded at the Medellin branch of Banco Colombo Americano, a Bank of America subsidiary."
4947.0,,Philippines,Unknown,Manila,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New People's Army (NPA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,4,"PHILIPPINES.  The Manila Garden Hotel, which is partly owned by Japan Air Lines and is under Japanese management, was bombed, injuring four people. The NPA is suspected."
4948.0,,Spain,Unknown,Barcelona,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Terra Lliure,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,8,SPAIN.  Eight people were injured when a bomb blew up outside the doors of the American Consulate in Barcelona.  The Terra Lliure separatist group claimed responsibility.
4949.0,,Philippines,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New People's Army (NPA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"PHILIPPINES.  New People's Army (NPA) operatives shot and killed three Americans, two of them active-duty military personnel and the third a retired Air Force officer.  The three were killed in separate ambushes within a mile of Clark Air Force base."
4950.0,,Philippines,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New People's Army (NPA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"PHILIPPINES.  New People's Army (NPA) operatives shot and killed three Americans, two of them active-duty military personnel and the third a retired Air Force officer.  The three were killed in separate ambushes within a mile of Clark Air Force base."
4951.0,,Philippines,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New People's Army (NPA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"PHILIPPINES.  New People's Army (NPA) operatives shot and killed three Americans, two of them active-duty military personnel and the third a retired Air Force officer.  The three were killed in separate ambushes within a mile of Clark Air Force base."
4952.0,,Lebanon,Unknown,West Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,LEBANON.  The North Korean Embassy press attache was kidnapped in West Beirut.  A companion of his was also abducted.
4953.0,,Ethiopia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ethiopian People's Liberation Front,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  The Ethiopian People's Liberation Front claimed responsibility for an attack on a U.N. food convoy in northern Ethiopia. The rebels burned 16 U.N. trucks and seven other trucks owned by Catholic Relief Services, carrying a total of almost 450 tons of food."
4954.0,,Nicaragua,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,NICARAGUA.  American Paul Fisher was kidnapped by Contras who reportedly thought he might be a Russian.  He was held by the group for fifteen days.
